Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
GCERT,Edith Cowan University,Perth,Graduate Certificate of Business,Business and Law,"12,050","15,100",AUD,Years,6,Months,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-business,English,A,"This course is suited for professionals with no formal qualifications to enhance their knowledge in business and management. Also designed as an introduction to the Graduate Diploma of Business and subsequently, the Master of Business Administration (MBA), the Graduate Certificate of Business covers topics including the management of people and organisations, together with marketing and integrated principles relating to economics, finance and accounting practice Participants will be exposed to the relevant theory and knowledge in each area, with learning consolidated through research and case study material in seminars, discussions and assigned project work.","Business Analyst, Operations Manager, Executive General Manager, Strategic Manager, Data Analyst, Business Development Manager, Researcher",Australia,Yes,Yes,Yes,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Counselling and Psychotherapy,Medical and Health Sciences,"9,900","16,500",AUD,Years,6,Months,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-counselling-and-psychotherapy,English,A,This course offers conceptual foundations in the practice of individual psychodynamic counselling and systemic couples and family therapy.The course provides first applied knowledge of counselling case management.,"Counsellor, Psychotherapist, Human Services Officer, Community/Welfare Worker, Youth Worker, Case Worker",Australia,No,Yes,No,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Critical Care Paramedicine,Medical and Health Sciences,"10,650","17,350",AUD,Years,6,Months,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-critical-care-paramedicine,English,A,"Designed to provide the paramedic with the necessary knowledge and skills for a career in critical care Paramedicine.The course focuses on the clinical issues directly related to practice, and develops a greater depth of understanding of the pathophysiology, assessment and management of cardiac, medical and obstetric patients in the acute emergency setting. Students will learn advanced-level clinical knowledge to apply to their daily paramedic practice, while at the same time learning advanced skills in evidence-based practice. The combination of advanced clinical knowledge and and skills provides students with the ability to continuously improve their own clinical practice, as well as impact on the organisation they are employed by and the broader Paramedicine community.","critical care paramedic, intensive care paramedic, paramedic, extended care paramedic",Australia,Yes,Yes,Yes,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Cyber Security,Science,"12,650","18,050",AUD,Years,6,Months,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-cyber-security,English,A,"This coursework degree is designed to meet the demand for cyber security professionals in government, law enforcement, and industry.The course engages with, and provides a pathway for, information technology professionals seeking to commence or further progress their careers in the cyber security domain. It is also relevant to those seeking to enter the IT profession who have no previous experience in the cyber discipline.","Cyber Security Analyst, Cyber Security Officer, Technical IT Security Officer, Network Security Engineer, Information Security Auditor, Information Security Analyst, Cyber Security Consultant, Software Auditor",Australia,No,Yes,No,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Education,Education,"9,600",No fee,AUD,Years,1,Year,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-education,English,D,This course offers teachers the opportunity to delve deeper into a specialist area that aligns with their interests and current issues in classroom practice.It is designed to allow professionals to obtain an additional qualification in a sustainable and flexible way. Students are able to specialise in a range of areas including: Educational Leadership Behaviour and Wellbeing Special Education: Complex Communication Needs Secondary – Design and Technology Secondary Mathematics TESOL Learning Difficulties Literacy,"Educational Leadership, Special Education, Literacy, Secondary D&T, Secondary Mathematics, TESOL, Learning Difficulties, Behaviour, Wellbeing, Teacher",Australia,Yes,Yes,Yes,Yes,Yes,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Education (Early Childhood Studies),Education,"9,600","15,800",AUD,Years,6,Months,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-education-early-childhood-studies,English,A,"Designed to meet the needs of practising primary teachers who wish to have a recognised qualification, as well as the skills and pedagogical understandings to teach in early childhood settings (Birth to Pre-Primary).","Kindergarten Teacher, Pre-primary Teacher, Early Childhood Teacher, Pre-school Teacher",Australia,Yes,Yes,Yes,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Entrepreneurship and Innovation,Business and Law,"12,050",No fee,AUD,Years,6,Months,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-entrepreneurship-and-innovation,English,D,"This course is an introduction for students who are new to the field of entrepreneurship and innovation. Offering professionals the opportunity to acquire skills and knowledge, students will graduate with the skills to become an entrepreneurial manager of either a new or established business. The course is also for those with some work experience but no formal university qualifications. Participants are exposed to the relevant theory and knowledge in each area, and learning is consolidated through research and case study material in seminars, discussions and assigned project work. Students will learn how to deal with uncertainty, manage innovation and improve the business through the application of best practice methods of entrepreneurship, innovation and new product development.","Entrepreneur, Innovation Manager, Technology Manager, New Product Development Manager, Corporate Innovator, Research and Commercialisation Manager",Australia,Yes,Yes,Yes,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Extended Care Paramedicine,Medical and Health Sciences,"10,650","17,350",AUD,Years,6,Months,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-extended-care-paramedicine,English,A,"Designed to provide the paramedic with the necessary knowledge and skills for a career in Extended Care Paramedicine.The course focuses on the clinical issues directly related to extended care practice, and develops a greater depth of understanding of the pathophysiology, assessment and management of a variety of acute and chronic medical and minor trauma patients in the community healthcare setting. Students will learn advanced-level clinical knowledge to apply to their daily paramedic practice, while at the same time learning advanced skills in evidence-based practice. The combination of advanced clinical knowledge and skills provides students with the ability to continuously improve their own clinical practice, as well as impact on the organisation they are employed by and the broader Paramedicine community.","Paramedic Practitioner, Paramedic, Extended Care Paramedic, Advanced Care Paramedic, Community Paramedic",Australia,Yes,Yes,Yes,Yes,Yes,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Hospitality Management,Business and Law,"12,050",No fee,AUD,Years,6,Months,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-hospitality-management,English,D,"This course is designed for those already working or intending to work in the hospitality industry.It is aimed at both graduates and professionals with some work experience but no formal university qualifications. The course focuses on developing a foundation of business and management principles, including the management of people and organisations, hospitality operations, marketing, and strategic planning. Students are exposed to the relevant theory and knowledge in each area, and learning is consolidated through research and case study material in seminars, discussions and assigned project work. Business acumen within a local and global context, combined within the context of the hospitality sector, will assist in delivering a strong career foundation for senior hospitality management.","Hotel Manager, Restaurant Manager, Hospitality Business Manager, Food & Beverage Manager, Front Office Manager, Resort Manager, Convention Centre Manager, Event Operations Manager, Hospitality Services Manager, Catering and Food Services Manager",Australia,Yes,Yes,Yes,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Human Resource Management,Business and Law,"12,050",No fee,AUD,Years,6,Months,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-human-resource-management,English,D,"This course gives students the skills to become future human resource managers and leaders who are able to meaningfully contribute to organisational success by developing skills and knowledge in people management.It provides students with an understanding of the people management challenges within contemporary organisations, and will begin to build students' skills in communication, teamwork, critical thinking and problem-solving.","Employment Relations Advisor, Learning and Development Advisor, HR Officer/Advisor",Australia,Yes,Yes,Yes,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Project Management,Business and Law,"12,050",No fee,AUD,Years,6,Months,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-project-management,English,D,"Project management is becoming a core activity in all organisations and increasingly responsible for delivery of the corporate strategy. Find out what makes a successful project manager in the Graduate Certificate of Project Management, and learn how to undertake a new project. Project Management can be applied in almost any industry across a range of projects, including developing a new product or service, effecting a change in structure, staffing, or style of an organisation, designing new motor vehicle, developing or acquiring a new or modified information system, constructing a building or facility, running a campaign for political office or implementing a new business procedure or process.","Project Manager, Project Coordinator, Product and Development Manager, Project Officer, Policy Officer",Australia,No,Yes,No,Yes,No,
GCERT,Edith Cowan University,Perth,Graduate Certificate of Supply Chain and Logistics Management,Business and Law,"12,050",No fee,AUD,Years,6,Months,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-supply-chain-and-logistics-management,English,D,"Supply chain and logistics managers are a vital part of any business to ensure products are available to customers.Find out more about developing specialist supply chain, logistics, transportation, distribution, operations and production management skills in this Graduate Certificate course. Students will also gain an understanding of the principles and practice of strategic and operational supply chain and logistics management in an increasingly challenging global economy. The course is designed to develop the competencies required for effective decision-making in contemporary supply chain and logistics management environments.","Supply Chain Analyst, Supply Chain Manager, International Logistics Manager, Inventory Control Manager, Logistics Manager, Logistics Services Salesperson, Materials Manager, Procurement Manager, Warehouse/Distribution Operations Manager, Purchasing Manager",Australia,Yes,Yes,Yes,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma in Environmental Science,Science,"20,250","33,050",AUD,Years,1,Year,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-environmental-science,English,A,"Designed for professionals who require the skills and knowledge to integrate environmental planning, conservation and monitoring into the broader decision-making of their organisations.The course covers the areas of environmental impact assessment, planning and monitoring in the context of our major ecosystems, and emphasises the global, regional and local nature of environmental issues. Students also learn about environmental management systems, environmental auditing, risk assessment and water demand management.","This course provides students with exposure to industry/organisations as an integrated part of their units. This provides an excellent springboard for employment following this degree. Employment opportunities will be in local government, industry, state, national government and non-government organisations, particularly in the biology, ecology, mining and research sectors.",Australia,Yes,Yes,Yes,Yes,Yes,
GDIP,Edith Cowan University,Perth,Graduate Diploma in Petroleum Engineering,Engineering,"27,450","32,250",AUD,Years,1,Year,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-petroleum-engineering,English,A,"Provides an opportunity for graduates from other fields to diversify their knowledge and skills in petroleum engineering.This course provides an opportunity for engineering graduates from other fields to develop the fundamental specialist knowledge to pursue career opportunities in the oil and gas industry, both in Australia and internationally.","Petroleum Engineer, Oil and Gas Engineer, Exploration Engineer, Reservoir Engineer, Drilling Engineer, Refining Engineer, Production Engineer.",Australia,No,Yes,No,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Broadcasting,Arts and Humanities,"25,600","30,850",AUD,Years,1,Year,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-broadcasting,English,A,"Prepares students for a career in broadcasting particularly radio, television and online.This practical course is taught by professional journalists and broadcasters, and has the backing of the media industry around Australia. Course content includes the journalistic, presentation, technical and people skills required by today's electronic media professionals.","This course prepares students for employment as researchers, reporters, video journalists, presenters and producers in the broadcast industry.",Australia,No,Yes,No,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Business,Business and Law,"24,400","30,600",AUD,Years,1,Year,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-business,English,A,"This course can lead into the Master of Business Administration (MBA) and is designed to give students the skills and knowledge needed to manage successfully in today's organisations.With flexible study options, the Graduate Diploma of Business builds on knowledge including people management, marketing, professional development and value creation in a business. Graduates will be able to make independent judgments and provide sustainable solutions to contemporary global business issues.","Business Analyst, Operations Manager, Executive General Manager, Strategic Manager, Data Analyst, Business Development Manager, Researcher",Australia,Yes,Yes,Yes,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Business,Business and Law,"24,400","30,600",AUD,Years,1,Year,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-business,English,A,"This course can lead into the Master of Business Administration (MBA) and is designed to give students the skills and knowledge needed to manage successfully in today's organisations.With flexible study options, the Graduate Diploma of Business builds on knowledge including people management, marketing, professional development and value creation in a business. Graduates will be able to make independent judgments and provide sustainable solutions to contemporary global business issues.","Business Analyst, Operations Manager, Executive General Manager, Strategic Manager, Data Analyst, Business Development Manager, Researcher",Australia,Yes,Yes,Yes,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Counselling and Psychotherapy,Medical and Health Sciences,"19,800","33,000",AUD,Years,1,Year,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-counselling-and-psychotherapy,English,A,"This course is designed for professionals who wish to acquire counselling skills for use in their work as health professionals, social workers, personnel officers, pastors, human service workers, psychologists or counsellors.The course provides training in counselling skills and theory, and prepares graduates to develop a counselling role in the setting in which they work.","Counsellor, Psychotherapist, Human Services Officer, Community/Welfare Worker, Youth Worker, Case Worker",Australia,No,Yes,No,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Critical Care Paramedicine,Medical and Health Sciences,"21,250","34,700",AUD,Years,1,Year,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-critical-care-paramedicine,English,A,"Designed to provide the paramedic with the necessary knowledge and skills for a career as a team leader or sole responder in critical care Paramedicine.The course focuses on the clinical issues directly related to practice, and develops a greater depth of understanding to enhance clinical decision-making and critical thinking. Students will learn advanced-level clinical knowledge to apply to their daily paramedical practice, while at the same time learning advanced skills in evidence-based practice. The combination of advanced clinical knowledge and applied research knowledge and skills provides students with the ability to continuously improve their own clinical practice, as well as impact on the organisation they are employed by and the broader Paramedicine community.","Paramedic, Advanced Care Paramedic, Critical Care Paramedic, Intensive Care Paramedic",Australia,Yes,Yes,Yes,Yes,Yes,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Extended Care Paramedicine,Medical and Health Sciences,"21,250","34,700",AUD,Years,1,Year,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-extended-care-paramedicine,English,A,"Designed to provide the paramedic with the necessary knowledge and skills for a career as a team leader or single responder in Extended Care Paramedicine.The course focuses on the clinical issues directly related to practice, and develops a greater depth of understanding to enhance clinical decision-making and critical thinking. Students will learn advanced-level clinical knowledge to apply to their daily paramedical practice, while at the same time learning advanced skills in evidence-based practice. The combination of advanced clinical knowledge and applied research knowledge and skills provides students with the ability to continuously improve their own clinical practice, as well as impact on the organisation they are employed by and the broader Paramedicine community.","Paramedic Practitioner, Paramedic, Extended Care Paramedic, Advanced Care Paramedic, Community Paramedic",Australia,Yes,Yes,Yes,Yes,Yes,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Human Resource Management,Business and Law,"24,100",No fee,AUD,Years,1,Year,Yes,Yes,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-human-resource-management,English,D,The Graduate Diploma of Human Resource Management forms the second stage in a three-stage suite of postgraduate Human Resource Management courses.These courses consist of the Graduate Certificate of Human Resource Management and the Master of Human Resource Management. The Graduate Diploma builds on the knowledge and skills gained in the Graduate Certificate and develops higher-level HRM capabilities and broader business understanding. This course focuses on the roles of HRM professionals in aligning HRM policies and practices with the strategic priorities of the organisation and in managing strategic change. The Graduate Diploma also develops students understanding of the work of line managers who play a key role in in executing the HRM function through converting HRM policy to practice.,"Human Resource Manager, Human Resource Advisor, Employment Relations Officer, Workplace Relations Advisor, Recruitment Consultant; Talent Manager, HR Officer, Talent Acquisition Health and Safety Coordinator",Australia,Yes,Yes,Yes,Yes,No,
GDIP,Edith Cowan University,Perth,Graduate Diploma of Public Health,Medical and Health Sciences,"21,800","33,850",AUD,Years,1,Year,Yes,No,Academic Requirement,IELTS, ,Bachelor degree,6.5,,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-public-health,English,A,"Public health is a broad area that's generally concerned with improving health and well-being by carrying out actions that will have an impact at a population or whole-of-community level.Current Australian priorities for public health are to reduce health disparities between different population groups and to positively influence social, economic, physical and biological factors that play a role in determining overall health outcomes. Public health practitioners are health professionals who have the skills required to help individuals and communities to have greater control over their health and well-being, and to influence organisational and political environments in ways that lead to better health for all.","Health Promotion Officer, Project Officer, Health Education Officer",Australia,Yes,Yes,Yes,Yes,No,
